"","DAY","MONTH","YEAR","HOUR","MINUTE","Date","Time","LATITUDE.x","LONGITUDE.x","Type","Depth","Depth.Error","Depth.Seismic.Stations","Magnitude","Magnitude.Type","Magnitude.Error","Magnitude.Seismic.Stations","Azimuthal.Gap","Horizontal.Distance","Horizontal.Error","Root.Mean.Square","ID","Source","Location.Source","Magnitude.Source","Status","I_D","FLAG_TSUNAMI","SECOND","FOCAL_DEPTH","EQ_PRIMARY","EQ_MAG_MW","EQ_MAG_MS","EQ_MAG_MB","EQ_MAG_ML","EQ_MAG_MFA","EQ_MAG_UNK","INTENSITY","COUNTRY","STATE","LOCATION_NAME","LATITUDE.y","LONGITUDE.y","REGION_CODE","DEATHS","DEATHS_DESCRIPTION","MISSING","MISSING_DESCRIPTION","INJURIES","INJURIES_DESCRIPTION","DAMAGE_MILLIONS_DOLLARS","DAMAGE_DESCRIPTION","HOUSES_DESTROYED","HOUSES_DESTROYED_DESCRIPTION","HOUSES_DAMAGED","HOUSES_DAMAGED_DESCRIPTION","TOTAL_DEATHS","TOTAL_DEATHS_DESCRIPTION","TOTAL_MISSING","TOTAL_MISSING_DESCRIPTION","TOTAL_INJURIES","TOTAL_INJURIES_DESCRIPTION","TOTAL_DAMAGE_MILLIONS_DOLLARS","TOTAL_DAMAGE_DESCRIPTION","TOTAL_HOUSES_DESTROYED","TOTAL_HOUSES_DESTROYED_DESCRIPTION","TOTAL_HOUSES_DAMAGED","TOTAL_HOUSES_DAMAGED_DESCRIPTION","diffLat","diffLong"
"1172","30","12","2009","18","48","12/30/2009","18:48:57",32.464,-115.1891667,"Earthquake",5.971,31.61,19,5.8,"MW",NA,7,205,0.324,1.83,0.39,"CI14565620","CI","CI","CI","Reviewed",8812,"",57.7,9,5.9,5.9,5.7,5.7,NA,NA,NA,NA,"MEXICO","","MEXICO:  MEXICALI",32.437,-115.165,150,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,0.027000000000001,-0.024166699999995
"1173","30","3","1965","2","27","3/30/1965","2:27:06",50.282,177.959,"Earthquake",20,NA,NA,7.6,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM858982","ISCGEM","ISCGEM","ISCGEM","Automatic",4347,"Tsu",3.4,20,7.6,7.6,7.4,NA,NA,NA,NA,NA,"USA","AK","ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS",50.32,177.93,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0380000000000038,0.0289999999999964
"1174","30","3","1988","2","12","3/30/1988","2:12:43",30.89,50.194,"Earthquake",32.9,5,NA,5.9,"MW",NA,NA,NA,NA,NA,1.1,"USP0003EF6","US","US","HRV","Reviewed",5160,"",42.8,33,5.7,NA,5.7,5.4,NA,NA,NA,NA,"IRAN","","IRAN:  DEH DASHT, BAHBAHAN",30.89,50.194,140,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1175","30","3","2010","16","54","3/30/2010","16:54:47",13.667,92.831,"Earthquake",34,7,413,6.6,"MWC",NA,NA,16.7,NA,NA,0.86,"USP000HA59","US","US","US","Reviewed",9372,"",46.7,34,6.7,6.7,6.3,6.5,NA,NA,NA,NA,"INDIA","","INDIA: ANDAMAN ISLANDS:  DIGLIPUR",13.667,92.831,60,NA,NA,NA,NA,10,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,10,1,NA,2,NA,NA,NA,3,0,0
"1176","30","4","1985","18","14","4/30/1985","18:14:13",39.266,22.81,"Earthquake",26.9,2.6,NA,5.7,"MW",NA,NA,NA,NA,NA,1.1,"USP0002EAW","US","US","HRV","Reviewed",5067,"",12.7,27,5.5,NA,5.5,5.5,NA,NA,NA,6,"GREECE","","GREECE:  MAGNISIA",39.266,22.81,130,NA,NA,NA,NA,NA,NA,NA,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,NA,NA,0,0
"1177","30","5","1979","9","38","5/30/1979","9:38:53",-8.207,115.949,"Earthquake",25,NA,NA,6.1,"MB",NA,NA,NA,NA,NA,NA,"USP0001105","US","US","US","Reviewed",4834,"",52.9,25,5.8,NA,5.8,6.1,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  SUMBAWA ISLAND",-8.207,115.949,170,22,1,NA,NA,NA,NA,4.15,2,NA,NA,NA,NA,22,1,NA,NA,NA,NA,4.15,2,NA,NA,NA,NA,0,0
"1178","30","5","1990","10","40","5/30/1990","10:40:06",45.841,26.668,"Earthquake",89.3,NA,NA,7,"MW",NA,NA,NA,NA,NA,1,"USP00049YK","US","US","HRV","Reviewed",5241,"",6.1,89,6.7,NA,NA,6.7,NA,NA,NA,6,"ROMANIA","","ROMANIA:  BUCHAREST, BRAILA, BRASOV",45.841,26.668,110,14,1,NA,NA,700,3,23.7,3,NA,NA,NA,NA,14,1,NA,NA,700,3,23.7,3,NA,NA,NA,NA,0,0
"1179","30","5","1990","2","34","5/30/1990","2:34:06",-6.016,-77.229,"Earthquake",24.2,NA,NA,6.6,"MW",NA,NA,NA,NA,NA,1,"USP00049XZ","US","US","NC","Reviewed",5240,"",5.8,24,6.5,NA,6.5,6.1,NA,NA,NA,6,"PERU","","PERU:  MOYABAMBA-RIOJO",-6.016,-77.229,160,200,3,NA,NA,8130,4,1,2,NA,NA,NA,NA,200,3,NA,NA,8130,4,1,2,NA,NA,NA,NA,0,0
"1180","30","5","1998","6","22","5/30/1998","6:22:29",37.106,70.11,"Earthquake",33,NA,NA,6.6,"MWB",NA,NA,NA,NA,NA,0.97,"USP0008NZE","US","US","US","Reviewed",5495,"",28.9,33,6.6,6.6,6.9,5.9,NA,NA,NA,NA,"AFGHANISTAN","","AFGHANISTAN:  BADAKHSHAN, TAKHAR",37.106,70.11,40,4700,4,NA,NA,NA,4,10,3,NA,4,NA,NA,4700,4,NA,NA,NA,4,10,3,NA,4,NA,NA,0,0
"1181","30","5","2014","1","20","5/30/2014","1:20:15",24.9997,97.845,"Earthquake",10,1.7,NA,5.9,"MWW",NA,NA,18,4.441,NA,0.86,"USC000R8XG","US","US","US","Reviewed",10097,"",15,10,5.9,5.9,NA,NA,NA,NA,NA,NA,"CHINA","","CHINA:  YUNNAN PROVINCE:  YINGJIANG",24.976,97.865,30,NA,NA,NA,NA,45,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,45,1,NA,1,NA,NA,NA,1,0.0237000000000016,-0.019999999999996
"1182","30","5","2015","11","23","5/30/2015","11:23:02",27.8386,140.4931,"Earthquake",664,1.9,NA,7.8,"MWW",NA,NA,12,1.675,9.2,1.12,"US20002KI3","US","US","US","Reviewed",10143,"",2,678,7.8,7.8,NA,NA,NA,NA,NA,NA,"JAPAN","","JAPAN:  BONIN ISLANDS [CHICHIJIMA ISLAND]",27.831,140.493,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00760000000000005,0.00010000000000332
"1183","30","6","2010","7","22","6/30/2010","7:22:28",16.396,-97.782,"Earthquake",20,NA,344,6.3,"MWC",NA,NA,71.6,NA,NA,0.92,"USP000HEQJ","US","US","GCMT","Reviewed",9767,"",27.6,20,6.2,6.2,6,5.9,NA,NA,NA,NA,"MEXICO","","MEXICO:  SAN ANDRES HUAXPALTEPEC",16.396,-97.782,150,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1184","30","7","1970","0","52","7/30/1970","0:52:21",37.733,55.885,"Earthquake",15,NA,NA,6.7,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM794114","ISCGEM","ISCGEM","ISCGEM","Automatic",4543,"",19.5,16,6.7,NA,6.7,NA,NA,NA,NA,8,"IRAN","","IRAN:  KARNAVEH, MAREV",37.8,55.9,140,220,3,NA,NA,220,3,8,3,2000,4,2000,4,176,3,NA,NA,483,3,8,3,2000,4,NA,NA,-0.0670000000000002,-0.0150000000000006
"1185","30","7","1972","21","45","7/30/1972","21:45:17",56.724,-135.853,"Earthquake",25,NA,NA,7.6,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM772060","ISCGEM","ISCGEM","ISCGEM","Automatic",4609,"Tsu",14.1,25,7.6,NA,7.6,6.5,NA,NA,7.6,7,"USA","AK","ALASKA:  SITKA, JUNEAU",56.82,-135.68,150,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,-0.0960000000000036,-0.173000000000002
"1186","30","7","1995","5","11","7/30/1995","5:11:24",-23.34,-70.294,"Earthquake",45.6,NA,NA,8,"MW",NA,NA,NA,NA,NA,1.1,"USP000714T","US","US","HRV","Reviewed",5416,"Tsu",23.6,46,8,8,7.3,6.6,NA,NA,NA,7,"CHILE","","CHILE:  ANTOFAGASTA, CALAMA, MEJILLONES",-23.34,-70.294,160,3,1,NA,NA,58,2,1.66,2,115,3,NA,NA,3,1,NA,NA,NA,NA,1.791,2,115,3,NA,NA,0,0
"1187","30","7","2000","12","25","7/30/2000","12:25:46",33.901,139.376,"Earthquake",10,NA,428,6.5,"MWC",NA,NA,NA,NA,NA,0.94,"USP0009XF4","US","US","HRV","Reviewed",7803,"Tsu",45.5,10,6.5,6.5,6.5,6,NA,NA,NA,NA,"JAPAN","","JAPAN:  HONSHU:  S",33.901,139.376,30,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,0,0
"1188","30","7","2010","13","50","7/30/2010","13:50:13",35.221,59.317,"Earthquake",19,NA,198,5.5,"MWC",NA,NA,20.8,NA,NA,1.11,"USP000HH5V","US","US","GCMT","Reviewed",9769,"",13.2,24,5.4,5.4,NA,5.5,5.8,NA,NA,NA,"IRAN","","IRAN:  TORBET-I-HEYDARIYEH",35.217,59.308,140,NA,NA,NA,NA,274,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,274,3,NA,3,NA,NA,NA,NA,0.00399999999999778,0.00900000000000034
"1189","30","8","1967","4","22","8/30/1967","4:22:04",31.633,100.262,"Earthquake",10,NA,NA,6.4,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM832754","ISCGEM","ISCGEM","ISCGEM","Automatic",7974,"",3,10,6.8,NA,6.8,NA,NA,NA,NA,9,"CHINA","","CHINA: SICHUAN PROVINCE",31.6,100.3,30,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,0.0329999999999977,-0.0379999999999967
"1190","30","8","1986","21","28","8/30/1986","21:28:35",45.547,26.316,"Earthquake",132.3,NA,NA,7.2,"MW",NA,NA,NA,NA,NA,1.1,"USP0002XPM","US","US","HRV","Reviewed",5107,"",35.4,132,6.9,NA,6.9,6.4,NA,NA,NA,8,"ROMANIA","","ROMANIA:  BUCHAREST, KISHINEV-KAGUL",45.547,26.316,110,2,1,NA,NA,558,3,730,4,NA,NA,55000,4,2,1,NA,NA,558,3,730,4,NA,NA,55000,4,0,0
"1191","30","8","2008","8","30","8/30/2008","8:30:53",26.241,101.889,"Earthquake",11,NA,373,6,"MWC",NA,NA,26.4,NA,NA,0.98,"USP000GG00","US","US","GCMT","Reviewed",8132,"",54,17,5.9,5.9,5.8,5.7,NA,NA,NA,NA,"CHINA","","CHINA:  SICHUAN PROVINCE",26.272,101.937,30,43,1,NA,NA,589,3,NA,4,392000,4,392000,4,43,1,NA,NA,589,3,NA,4,392000,4,NA,NA,-0.0309999999999988,-0.0480000000000018
"1192","30","9","1970","9","52","9/30/1970","9:52:24",20.73,122.003,"Earthquake",30,NA,NA,6,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM792436","ISCGEM","ISCGEM","ISCGEM","Automatic",4547,"Tsu",22.7,33,5.3,NA,5.3,NA,NA,NA,NA,7,"PHILIPPINES","","PHILIPPINES:  BATAN ISLANDS:  BASCO, SABTANG",20.6,122,170,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,0.129999999999999,0.00300000000000011
"1193","30","9","1997","6","27","9/30/1997","6:27:25",31.959,141.878,"Earthquake",10,NA,NA,6.2,"MWB",NA,NA,NA,NA,NA,1.08,"USP000889Y","US","US","US","Reviewed",7447,"Tsu",24.7,10,6.2,6.2,6.5,5.5,NA,NA,NA,NA,"JAPAN","","JAPAN:  HONSHU:  S",31.959,141.878,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1194","30","9","1999","16","31","9/30/1999","16:31:16",16.059,-96.931,"Earthquake",60.6,2.5,NA,7.5,"MWC",NA,NA,NA,NA,NA,0.93,"USP0009F7V","US","US","HRV","Reviewed",5537,"",15.6,61,7.5,7.5,7.5,6.5,NA,NA,NA,8,"MEXICO","","MEXICO:  OAXACA",16.059,-96.931,150,35,1,NA,NA,215,3,164.8,4,NA,NA,2000,4,35,1,NA,NA,215,3,164.8,4,NA,NA,2000,4,0,0
"1195","30","9","2007","5","23","9/30/2007","5:23:34",-49.271,164.115,"Earthquake",10,NA,499,7.4,"MWC",NA,NA,16.6,NA,NA,1.19,"USP000FPGQ","US","US","GCMT","Reviewed",7594,"Tsu",34,10,7.4,7.4,NA,NA,NA,NA,NA,NA,"NEW ZEALAND","","NEW ZEALAND:  AUCKLAND ISLANDS",-49.418,163.954,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.146999999999998,0.161000000000001
"1196","30","9","2009","10","16","9/30/2009","10:16:09",-0.72,99.867,"Earthquake",81,NA,498,7.6,"MWC",NA,NA,14,NA,NA,0.92,"USP000H237","US","US","GCMT","Reviewed",8409,"Tsu",9.2,81,7.5,7.5,NA,7.1,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  SUMATRA:  PADANG",-0.72,99.867,60,1117,4,NA,NA,1214,4,2200,4,NA,3,181665,4,1117,4,NA,NA,1214,4,2200,4,NA,3,181665,4,0,0
"1197","31","1","1974","23","30","1/31/1974","23:30:05",-7.461,155.894,"Earthquake",34,NA,NA,7,"MS",NA,NA,NA,NA,NA,NA,"USP000053H","US","US","US","Reviewed",6443,"Tsu",5.3,34,7,NA,7,6,NA,NA,NA,NA,"SOLOMON ISLANDS","","SOLOMON ISLANDS",-7.5,155.9,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0389999999999997,-0.00600000000000023
"1198","31","1","1977","14","26","1/31/1977","14:26:15",40.04,70.852,"Earthquake",20,NA,NA,6.1,"MB",NA,NA,NA,NA,NA,NA,"USP0000ME4","US","US","US","Reviewed",4759,"",14.8,20,5.9,NA,5.9,6.1,NA,NA,5.9,NA,"TAJIKISTAN","","TAJIKISTAN",40.04,70.85,40,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.00200000000000955
"1199","31","1","1991","23","3","1/31/1991","23:03:34",35.993,70.423,"Earthquake",142.4,NA,NA,6.9,"MW",NA,NA,NA,NA,NA,1.2,"USP0004MDH","US","US","HRV","Reviewed",5274,"",33.6,142,6.4,NA,NA,6.4,NA,NA,NA,7,"AFGHANISTAN","","AFGHANISTAN:  BADAKHSTAN, BAGHLAN, LAGHMAN, NAGARHAR",35.993,70.423,40,848,3,NA,NA,200,3,36,4,NA,3,2000,4,848,3,NA,NA,200,3,36,4,NA,3,2000,4,0,0
"1200","31","10","1970","17","53","10/31/1970","17:53:14",-4.999,145.396,"Earthquake",60,NA,NA,6.9,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM791579","ISCGEM","ISCGEM","ISCGEM","Automatic",4550,"Tsu",7.1,8,7.3,NA,7.3,7.1,NA,NA,NA,8,"PAPUA NEW GUINEA","","PAPUA NEW GUINEA:  MADANG",-4.907,145.471,170,15,1,NA,NA,20,1,1.75,2,800,3,800,3,18,1,NA,NA,20,1,1.75,2,800,3,NA,NA,-0.0919999999999996,-0.0750000000000171
"1201","31","10","1975","8","28","10/31/1975","8:28:03",12.54,125.993,"Earthquake",50,NA,NA,7.2,"MS",NA,NA,NA,NA,NA,NA,"USP0000DC1","US","US","US","Reviewed",4703,"Tsu",2.6,50,7.6,NA,7.6,6.4,NA,NA,NA,6,"PHILIPPINES","","PHILIPPINES",12.54,125.993,170,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,30,1,NA,NA,0,0
"1202","31","10","1988","10","12","10/31/1988","10:12:58",36.443,2.759,"Earthquake",12,5.6,NA,5.6,"MW",NA,NA,NA,NA,NA,1.2,"USP0003NCX","US","US","HRV","Reviewed",5173,"",58.4,12,5.6,NA,5.6,5.4,NA,NA,NA,NA,"ALGERIA","","ALGERIA:  BLIDA, MEDEA-ALGIERS",36.443,2.759,15,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1203","31","10","2002","10","32","10/31/2002","10:32:59",41.789,14.872,"Earthquake",10,NA,471,5.9,"MWB",NA,NA,NA,NA,NA,1.25,"USP000BFQG","US","US","US","Reviewed",5660,"",58.7,10,5.7,5.7,5.6,5.3,NA,NA,NA,NA,"ITALY","","ITALY:  SAN GUILIANO DI PUGLIA, CAMPOBASSO",41.789,14.872,130,29,1,NA,NA,135,3,796,4,NA,NA,NA,4,29,1,NA,NA,135,3,796,4,NA,NA,NA,4,0,0
"1204","31","10","2003","1","6","10/31/2003","1:06:28",37.812,142.619,"Earthquake",10,NA,568,7,"MWB",NA,NA,61.2,NA,NA,0.8,"USP000CBPA","US","US","US","Reviewed",6610,"Tsu",28.2,10,7,7,6.8,6.1,NA,NA,NA,NA,"JAPAN","","JAPAN:  EAST COAST HONSHU",37.812,142.619,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1205","31","10","2007","3","4","10/31/2007","3:04:54",37.43,-121.77,"Earthquake",10,NA,NA,5.6,"MWC",NA,NA,NA,NA,NA,NA,"GCMTC200710310304A","GCMT","GCMT","GCMT","Automatic",7698,"",54.8,10,5.6,5.6,5.1,5.3,NA,NA,NA,NA,"USA","CA","CALIFORNIA:  SAN JOSE",37.434,-121.774,150,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,-0.00399999999999778,0.00400000000000489
"1206","31","12","1966","18","23","12/31/1966","18:23:09",-12.091,166.552,"Earthquake",55,NA,NA,7.8,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM841173","ISCGEM","ISCGEM","ISCGEM","Automatic",4386,"Tsu",11.1,83,7.8,7.8,7.5,7.3,NA,NA,NA,NA,"SOLOMON ISLANDS","","SOLOMON ISLANDS:  SANTA CRUZ ISLANDS",-11.893,166.445,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.197999999999999,0.106999999999999
"1207","31","12","1966","22","15","12/31/1966","22:15:19",-12.326,166.491,"Earthquake",35,NA,NA,7.1,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM841184","ISCGEM","ISCGEM","ISCGEM","Automatic",7445,"Tsu",16.6,23,7.2,7.2,7.1,NA,NA,NA,NA,NA,"SOLOMON ISLANDS","","SOLOMON ISLANDS:  SANTA CRUZ ISLANDS",-12.334,166.684,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00799999999999912,-0.192999999999984
"1208","31","12","1975","9","45","12/31/1975","9:45:48",38.628,21.798,"Earthquake",19,NA,NA,5.5,"MS",NA,NA,NA,NA,NA,NA,"USP0000E68","US","US","US","Reviewed",4706,"",47.7,19,5.5,NA,5.5,5.4,NA,NA,NA,9,"GREECE","","GREECE:  KATO-MAKRINOU",38.628,21.798,130,1,1,NA,NA,10,1,NA,3,NA,NA,NA,NA,1,1,NA,NA,10,1,NA,3,NA,NA,NA,NA,0,0
"1209","31","12","2009","9","57","12/31/2009","9:57:30",27.319,91.51,"Earthquake",10,NA,205,5.5,"MB",NA,118,37.4,NA,NA,0.89,"USP000H5J5","US","US","US","Reviewed",8813,"",29.7,10,5.2,NA,5.2,5.5,NA,NA,NA,NA,"BHUTAN","","BHUTAN:  DAMETSI",27.319,91.51,60,NA,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,NA,NA,700,3,0,0
"1210","31","3","1965","9","47","3/31/1965","9:47:31",38.365,22.405,"Earthquake",75,NA,NA,6.8,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM859094","ISCGEM","ISCGEM","ISCGEM","Automatic",4349,"",NA,78,7.1,NA,NA,NA,NA,NA,7.1,10,"GREECE","","GREECE",38.6,22.4,130,6,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.234999999999999,0.00500000000000256
"1211","31","3","1969","7","15","3/31/1969","7:15:52",27.575,33.895,"Earthquake",10,NA,NA,6.6,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM811717","ISCGEM","ISCGEM","ISCGEM","Automatic",4486,"Tsu",54.4,33,7,NA,7,NA,NA,NA,NA,NA,"EGYPT","","EGYPT:  BENI-SOUEF, AL-QAHIRAH (CAIRO)",27.7,34,15,2,1,NA,NA,16,1,NA,3,107,3,NA,NA,2,1,NA,NA,16,1,NA,3,107,3,NA,NA,-0.125,-0.104999999999997
"1212","31","3","1983","13","12","3/31/1983","13:12:53",2.461,-76.686,"Earthquake",22.2,4.1,NA,5.5,"MB",NA,62,NA,NA,NA,1.2,"USP0001U34","US","US","US","Reviewed",4968,"",52.6,22,4.9,NA,4.9,5.5,NA,NA,NA,8,"COLOMBIA","","COLOMBIA:  SW, POPAYAN",2.461,-76.686,160,350,3,NA,NA,1200,4,410.9,4,NA,NA,NA,NA,350,3,NA,NA,1200,4,410.9,4,NA,NA,NA,NA,0,0
"1213","31","3","2002","6","52","3/31/2002","6:52:50",24.279,122.179,"Earthquake",32.8,3.4,550,7.1,"MWC",NA,NA,NA,NA,NA,0.96,"USP000B1E2","US","US","HRV","Reviewed",5627,"Tsu",50.4,33,7.1,7.1,7.4,6.4,NA,NA,NA,NA,"TAIWAN","","TAIWAN:  TAIPEI",24.279,122.179,30,5,1,NA,NA,200,3,NA,2,100,2,NA,NA,5,1,NA,NA,200,3,NA,2,100,2,NA,NA,0,0
"1214","31","3","2006","1","17","3/31/2006","1:17:01",33.5,48.78,"Earthquake",7,NA,586,6.1,"MWC",NA,NA,28.6,NA,NA,1.06,"USP000EDAD","US","US","HRV","Reviewed",7234,"",0.9,7,6.1,6.1,6,5.7,NA,NA,NA,NA,"IRAN","","IRAN:  WESTERN:  BORUJERD, DORUD",33.5,48.78,140,70,2,NA,NA,1300,4,NA,3,NA,3,NA,3,70,2,NA,NA,1300,4,NA,3,NA,3,NA,NA,0,0
"1215","31","5","1970","20","23","5/31/1970","20:23:29",-9.183,-78.737,"Earthquake",45,NA,NA,7.9,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM796163","ISCGEM","ISCGEM","ISCGEM","Automatic",4531,"Tsu",27.3,43,7.9,7.9,7.8,NA,NA,NA,NA,10,"PERU","","PERU: NORTHERN, PISCO, CHICLAYO",-9.2,-78.8,160,66794,4,NA,NA,50000,4,530,4,NA,3,NA,3,66794,4,NA,NA,50000,4,530,4,NA,3,NA,NA,0.0169999999999995,0.0630000000000024
"1216","31","5","1990","0","17","5/31/1990","0:17:48",45.811,26.769,"Earthquake",88.2,NA,NA,6.3,"MW",NA,NA,NA,NA,NA,1,"USP00049ZA","US","US","HRV","Reviewed",5242,"",47.8,88,6.1,NA,NA,6.1,NA,NA,NA,5,"ROMANIA","","ROMANIA:  KISHINEV, CIS",45.811,26.769,110,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0
"1217","31","7","1970","17","8","7/31/1970","17:08:05",-1.597,-72.532,"Earthquake",644.8,NA,NA,8,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM794176","ISCGEM","ISCGEM","ISCGEM","Automatic",4544,"",5.4,651,7.1,NA,7.1,7.5,NA,NA,NA,NA,"PERU","","PERU:  JUIN  PROVINCE FELT ARGENTINA TO MEXICO CITY",-1.5,-72.6,160,1,1,NA,NA,NA,2,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,2,NA,2,NA,NA,NA,NA,-0.097,0.0679999999999978
"1218","31","7","2002","0","16","7/31/2002","0:16:45",7.929,-82.793,"Earthquake",10,NA,533,6.5,"MWC",NA,NA,NA,NA,NA,1.21,"USP000B923","US","US","HRV","Reviewed",5641,"",44.6,10,6.5,6.5,6.4,6,NA,NA,NA,7,"PANAMA","","PANAMA:  BARU, ALANJE, DAVID; COSTA RICA:  LAUREL",7.929,-82.793,100,NA,NA,NA,NA,11,1,NA,2,NA,2,NA,3,NA,NA,NA,NA,11,1,NA,2,NA,2,NA,3,0,0
"1219","31","7","2016","23","40","7/31/2016","23:40:02",-8.1935,117.8136,"Earthquake",21,1.7,NA,5.6,"MWW",NA,NA,45,3.633,7,1.14,"US1000692A","US","US","US","Reviewed",10189,"",NA,10,5.9,5.9,NA,NA,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  SUMBAWA ISLAND:  WEST NUSA TENGGARA",-8.218,117.816,NA,NA,NA,NA,NA,4,1,NA,2,NA,NA,700,3,NA,NA,NA,NA,4,1,NA,2,NA,NA,700,3,0.0244999999999997,-0.00240000000000862
"1220","31","8","1968","10","47","8/31/1968","10:47:43",34.158,59.083,"Earthquake",10,NA,NA,7.1,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM818488","ISCGEM","ISCGEM","ISCGEM","Automatic",4456,"",37.4,13,7.3,NA,7.3,NA,NA,NA,NA,10,"IRAN","","IRAN:  DASHT-E-BAYAZ",34,59,140,10488,4,NA,NA,17000,4,35,4,12000,4,NA,NA,10488,4,NA,NA,17000,4,35,4,12000,4,NA,NA,0.158000000000001,0.0829999999999984
"1221","31","8","1977","0","42","8/31/1977","0:42:05",7.335,-76.298,"Earthquake",33,NA,NA,6.4,"MS",NA,NA,NA,NA,NA,NA,"USP0000QDU","US","US","US","Reviewed",4780,"",5.4,33,6.5,NA,6.5,5.7,NA,NA,6.4,NA,"COLOMBIA","","COLOMBIA:  APARTADO, MEDELLIN",7.34,-76.3,160,3,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00499999999999989,0.00199999999999534
